Id,SalePrice
1461,118325.88312697131
1462,163794.57667419547
1463,170095.7974339323
1464,193894.14695585566
1465,188965.9029496028
1466,174768.2630936834
1467,199116.28766043065
1468,171797.77665834222
1469,198151.77012283448
1470,123125.48254854186
1471,209047.00336246332
1472,111542.50926790619
1473,87991.12081953092
1474,151472.79857078753
1475,105770.02264178544
1476,359320.0397482412
1477,250798.3530847975
1478,306063.42604547506
1479,297944.9388856082
1480,424458.8251515599
1481,283969.2281410084
1482,222215.4398164386
1483,186701.08581416635
1484,181398.32083076332
1485,214030.35646231007
1486,217813.481516195
1487,292476.797637044
1488,244992.33219524845
1489,194344.99186847406
1490,241924.1238087085
1491,226628.10107182153
1492,110477.29446545243
1493,211818.56803925196
1494,290248.0554401702
1495,264307.8086534776
1496,248263.6320195468
1497,172187.7822472616
1498,179545.4063099199
1499,176598.837380304
1500,169409.6549375346
1501,199778.40797022404
1502,161104.07348078582
1503,283157.85919542937
1504,250726.39827810368
1505,231687.4159940728
1506,194190.54235569714
1507,237371.4781854418
1508,206431.38349155197
1509,159662.88537738007
1510,142568.9535954399
1511,157730.8783295895
1512,179655.6294340375
1513,158279.58966231905
1514,129208.10411668569
1515,195792.2576831109
1516,170558.594830974
1517,175143.50918893656
1518,125639.8446309031
1519,239634.89652517112
1520,131685.51436891453
1521,121284.53427986661
1522,194199.57438385673
1523,96065.34856789792
1524,130106.2022564332
1525,95288.63395481324
1526,87203.90772702917
1527,90921.26992759667
1528,157527.9985939837
1529,145390.99092414696
1530,216571.43156502908
1531,151274.71682991646
1532,111751.44478119817
1533,176863.82840583473
1534,157363.38094634237
1535,162403.03362342482
1536,118098.38537792955
1537,46622.44751380896
1538,183944.2473377562
1539,222249.74479329446
1540,95030.71883777762
1541,137779.14289911976
1542,146172.68309737183
1543,195923.20553432405
1544,109224.59606765537
1545,112859.82412877679
1546,147204.82423426164
1547,157191.83946685074
1548,138266.0360227027
1549,114398.56341975881
1550,143772.580210648
1551,144477.02499035792
1552,151525.12268865807
1553,167907.6090316861
1554,134647.27974165464
1555,161046.98246731376
1556,94255.28316006344
1557,122737.4626554749
1558,123324.25244126236
1559,72180.95980947046
1560,143175.0075926492
1561,140297.72514309408
1562,137147.2600370641
1563,115581.5208179839
1564,155660.82080771727
1565,136278.18152772263
1566,239651.37631552387
1567,85084.64347661799
1568,230311.56014929013
1569,146395.2924343124
1570,143868.59168851236
1571,108768.0633541178
1572,145457.53111229744
1573,251680.3444923847
1574,112094.75011724746
1575,233189.47310795588
1576,262157.6258174083
1577,199671.77393769706
1578,147382.3845972279
1579,121996.78020177549
1580,202657.9818707928
1581,176279.24502765574
1582,134373.6391521804
1583,289089.9515076056
1584,232256.2402756461
1585,158892.37087914487
1586,77197.33586787758
1587,105459.12269157311
1588,162784.4341298365
1589,107903.23992503993
1590,141757.65005760174
1591,61955.28801897587
1592,146015.38741225796
1593,142107.42783766193
1594,109318.82964308374
1595,104874.73893333506
1596,222365.51390711498
1597,161846.15554723376
1598,191205.653903584
1599,193737.9343885365
1600,193920.20952199167
1601,42618.7458985229
1602,123040.92532989662
1603,101225.98243414564
1604,272955.57876164233
1605,250806.12849424873
1606,187436.1890553073
1607,164768.4472664534
1608,236381.6851011496
1609,200198.43408551766
1610,152899.23613507347
1611,129909.94209938729
1612,187259.57670674054
1613,177349.106127101
1614,145602.33417198248
1615,73899.93142025033
1616,47060.16448298609
1617,72367.66468062298
1618,116052.02864012076
1619,163214.1636782959
1620,155819.9583221781
1621,130691.61568606785
1622,172974.9723247178
1623,273807.1698375195
1624,223660.63506525848
1625,121717.3484102413
1626,188432.36552247172
1627,186621.50998100126
1628,283150.15192706836
1629,178987.14526509168
1630,309150.3742985404
1631,211526.72721424652
1632,220889.19667691318
1633,199370.3448971468
1634,197569.21755582048
1635,193280.00248883013
1636,162239.7235770109
1637,191521.56821448542
1638,193549.12543144356
1639,183739.73990950407
1640,254430.2164123333
1641,181386.92094385577
1642,260600.9474146017
1643,218176.62129190145
1644,239618.22336317506
1645,238739.98792106146
1646,171810.86895822315
1647,164368.54113802547
1648,140550.28734687204
1649,144548.6376677123
1650,103573.65650902316
1651,115512.28045418393
1652,109449.40856605163
1653,109500.83941086195
1654,146584.15161524573
1655,155605.0282413056
1656,141350.36030567437
1657,151637.35577204637
1658,157275.10824968154
1659,115899.27476251125
1660,152536.5590008651
1661,410148.3170883469
1662,331070.0304846009
1663,373981.1591243795
1664,425552.8506448949
1665,332394.0492023956
1666,295340.418208797
1667,346378.3873956157
1668,364294.8362595923
1669,316779.862343417
1670,351762.61143495655
1671,264764.4894981473
1672,375184.7700399016
1673,289545.4293034286
1674,262368.5573182008
1675,214630.22590536345
1676,218251.3926253426
1677,215911.04454237735
1678,415815.2403070163
1679,341504.8563968134
1680,326527.80578129785
1681,289569.2945848261
1682,289588.77535061724
1683,195524.48637427576
1684,200907.56767263822
1685,209516.1483893604
1686,185285.15866608918
1687,200341.24955889257
1688,216816.16162517155
1689,224983.63002632232
1690,227944.1323054894
1691,216308.62697788142
1692,277828.09130091453
1693,193022.07299223123
1694,189786.566199366
1695,170492.56365738204
1696,263794.8513927092
1697,172212.3658435801
1698,300829.8824272482
1699,324615.82440688973
1700,247324.34275217215
1701,264575.5569747295
1702,257387.84962367034
1703,252112.93365214998
1704,283718.6565107871
1705,278293.3803179036
1706,375188.20993638085
1707,224494.32047954015
1708,220229.26257060654
1709,275660.5221917401
1710,237978.9662945536
1711,285146.3351079165
1712,261561.48750795005
1713,280445.347372463
1714,233714.00670672907
1715,218449.24479655595
1716,188166.16731850244
1717,195888.81870773388
1718,130703.55689510703
1719,222205.59374636924
1720,267181.87352825096
1721,185517.98369324254
1722,117701.03408299433
1723,162092.27795879636
1724,222167.86676579528
1725,246520.22436822997
1726,197251.72094901232
1727,157464.05804178165
1728,205494.5175292273
1729,164190.4731539823
1730,154553.8973015924
1731,142260.919158909
1732,129864.74094627565
1733,112743.058991428
1734,125853.68748357939
1735,157037.7915328564
